ABT;1497387021;1;TREPORT MERS;847503;TER;40;;3;1497335760;;;
ABT;1497387021;2;ROUEN;848955;TER;40;;1;1497344220;;;
ABT;1497387021;3;BEAUVAIS;38404;TER;40;;;1497345780;;;
ABT;1497387021;4;LILLE;848924;TER;40;;2;1497348120;;;
ABT;1497387021;5;ROUEN;848905;TER;40;;1;1497351480;;;
ABT;1497387021;6;BEAUVAIS;847514;TER;40;;5;1497351720;;;
ABT;1497387021;7;AMIENS;848954;TER;40;;2;1497351720;;;
ABT;1497387021;8;TREPORT MERS;847509;TER;40;;3;1497353640;;;
ABT;1497387021;9;BEAUVAIS;38406;TER;40;;;1497365100;;;
ABT;1497387021;10;AMIENS;848956;TER;40;;2;1497366180;;;
ABT;1497387021;11;BEAUVAIS;847500;TER;40;;A;1497326760;;;
ABT;1497387021;12;AMIENS;848990;TER;40;;2;1497328140;;;
ABT;1497387021;13;BEAUVAIS;847502;TER;40;;A;1497328440;;;
ABT;1497387021;14;TREPORT MERS;847501;TER;40;;A;1497328920;;;
ABT;1497387021;15;LILLE;848920;TER;40;;2;1497330180;;;
ABT;1497387021;16;BEAUVAIS;847508;TER;40;;5;1497330180;;;
ABT;1497387021;17;ROUEN;848973;TER;40;;1;1497331680;;;
ABT;1497387021;18;ROUEN;848901;TER;40;;1;1497332940;;;
ABT;1497387021;19;AMIENS;848950;TER;40;;2;1497333720;;;
ABT;1497387021;20;BEAUVAIS;38402;TER;40;;;1497334080;;;
ABB;1497386840;1;AMIENS;848300;TER;40;;7;1497322560;;;
ABB;1497386840;2;AMIENS;848836;TER;40;;2;1497325260;;;
ABB;1497386840;3;AMIENS;848302;TER;40;;5;1497326640;;;
ABB;1497386840;4;LE TREPORT;38201;BUS;10;;;1497328860;;;
ABB;1497386840;5;AMIENS;848838;TER;40;;2;1497328920;;;
ABB;1497386840;6;AMIENS;848304;TER;40;;7;1497329220;;;
ABB;1497386840;7;CALAIS;848801;TER;40;;1;1497329820;;;
